Temperatur_K,Druck_bar,Lambda,Phi,EGR_Rate,Zuendverzug_s
700.0,70.0,1.7333333333333334,0.5769230769230769,0.6,4.608632328345745e-18
700.0,70.0,2.2,0.45454545454545453,0.0,0.003931982432481851
700.0,70.0,2.2,0.45454545454545453,0.09999999999999999,8.36899969267694e-18
700.0,70.0,2.2,0.45454545454545453,0.19999999999999998,6.289834498339078e-18
700.0,70.0,2.2,0.45454545454545453,0.3,5.501615233907121e-18
700.0,70.0,2.2,0.45454545454545453,0.39999999999999997,5.1569292355759255e-18
700.0,70.0,2.2,0.45454545454545453,0.49999999999999994,5.063141099886597e-18
700.0,70.0,2.2,0.45454545454545453,0.6,5.178142485849427e-18
700.0,70.0,2.666666666666667,0.37499999999999994,0.0,0.0074826503335003606
700.0,70.0,2.666666666666667,0.37499999999999994,0.09999999999999999,9.207778819490865e-18
700.0,70.0,2.666666666666667,0.37499999999999994,0.19999999999999998,6.918705372826849e-18
700.0,70.0,2.666666666666667,0.37499999999999994,0.3,6.0503552514763906e-18
700.0,70.0,2.666666666666667,0.37499999999999994,0.39999999999999997,5.670059521749453e-18
700.0,70.0,2.666666666666667,0.37499999999999994,0.49999999999999994,5.565741018042383e-18
700.0,70.0,2.666666666666667,0.37499999999999994,0.6,5.6909425642545584e-18
700.0,70.0,3.1333333333333337,0.3191489361702127,0.0,0.013584294516574984
700.0,70.0,3.1333333333333337,0.3191489361702127,0.09999999999999999,9.976283161644042e-18
700.0,70.0,3.1333333333333337,0.3191489361702127,0.19999999999999998,7.494995000363232e-18
700.0,70.0,3.1333333333333337,0.3191489361702127,0.3,6.553306581884972e-18
700.0,70.0,3.1333333333333337,0.3191489361702127,0.39999999999999997,6.140458518679657e-18
700.0,70.0,3.1333333333333337,0.3191489361702127,0.49999999999999994,6.026570198917296e-18
700.0,70.0,3.1333333333333337,0.3191489361702127,0.6,6.1612088858867305e-18
700.0,70.0,3.5999999999999996,0.2777777777777778,0.0,0.022745517807324204
